"workerid","super_endorsement","other_response","target","degree","super_category","adjective","other_endorsement","names","context","sub_endorsement","condition","sub_category"
6,0.31,""," is tall","height","people","tall",0,"Jasmine"," sees a 4 year-old boy.",0.92," relative to other ","4 year-old boys"
6,0.89,"","This is cheap","price","treats","cheap",0,"William"," is buying a lollipop.",0.74," relative to other ","lollipops"
6,0.14,""," is light","weight","personal electronics","light",0,"Kathleen"," is buying an Apple Laptop (MacBook) and lifts it up.",0.93," relative to other ","laptop computers"
6,0.86,"","This is expensive","price","treats","expensive",0,"Greg"," is buying a box of chocolates from the local chocolatier.",0.45," relative to other ","boxes of chocolate from the local chocolatier"
6,0.09,"","It&quotechars warm","temperature","beverages","warm",0,"Cameron"," takes a sip from a cup of iced coffee.",0.94," relative to other ","cups of iced coffee"
6,0.86,""," is tall","height","people","tall",0,"Tom"," sees a 35 year-old man.",0.07," relative to other ","men in their 30s"
6,0.13,"","It&quotechars cold","temperature","beverages","cold",0,"Natalia"," takes a sip from a cup of coffee.",0.97," relative to other ","cups of coffee"
6,0.26,""," is short","height","people","short",0,"Alexander"," sees a 4 year-old boy.",0.95," relative to other ","4 year-old boys"
6,0.23,""," is heavy","weight","personal electronics","heavy",0,"Melinda"," is buying an Apple Laptop (MacBook) and lifts it up.",0.9," relative to other ","laptop computers"
6,0.05,"","That was short","time","entertainment","short",0,"Lucas"," just finished watching a season of a television show.",0.91," relative to other ","television seasons"
6,0.05,"","That was long","time","entertainment","long",0,"Charles"," just finished watching a movie.",1," relative to other ","movies"
7,0.78,"seasons of this show","That was short","time","entertainment","short",0.94,"William"," just finished watching a season of a television show.",0.65," relative to other ","television seasons"
7,0.48,"ice cream shops","This is cheap","price","treats","cheap",0.88,"Monica"," is buying an ice cream cone.",0.78," relative to other ","ice cream cones"
7,0.86,"men"," is short","height","people","short",0.51,"Gabriel"," sees a 35 year-old man.",0.59," relative to other ","men in their 30s"
7,0.45,"candy","This is cheap","price","treats","cheap",0.57,"Simon"," is buying a lollipop.",0.9," relative to other ","lollipops"
7,0.32,"videos","That was long","time","entertainment","long",0.56,"Stephanie"," just finished watching a youtube video.",0.86," relative to other ","youtube videos"
7,0.59,"iPads"," is light","weight","personal electronics","light",0.93,"Josh"," is buying an iPad and lifts it up.",0.82," relative to other ","tablet computers"
7,0.3,"coffee drinks","It&quotechars warm","temperature","beverages","warm",0.59,"John"," takes a sip from a cup of iced coffee.",0.84," relative to other ","cups of iced coffee"
7,0.47,"candy","This is expensive","price","treats","expensive",0.63,"Sophie"," is buying a lollipop.",0.89," relative to other ","lollipops"
7,0.44,"movies she has watched recently","That was long","time","entertainment","long",0.52,"Veronica"," just finished watching a movie.",0.89," relative to other ","movies"
7,0.4,"previous seasons of this show","That was long","time","entertainment","long",0.9,"Julia"," just finished watching a season of a television show.",0.83," relative to other ","television seasons"
7,0.38,"coffee drinks","It&quotechars cold","temperature","beverages","cold",0.68,"Kathleen"," takes a sip from a cup of coffee.",0.92," relative to other ","cups of coffee"
7,0.26,"men"," is short","height","people","short",0.57,"Robert"," sees a professional basketball player.",0.89," relative to other ","basketball players"
7,0.36,"apple laptops"," is heavy","weight","personal electronics","heavy",0.91,"Kim"," is buying an Apple Laptop (MacBook) and lifts it up.",0.81," relative to other ","laptop computers"
7,0.51,"iPads"," is heavy","weight","personal electronics","heavy",0.94,"Mika"," is buying an iPad and lifts it up.",0.91," relative to other ","tablet computers"
7,0.45,"Apple computers"," is light","weight","personal electronics","light",0.92,"Gary"," is buying an Apple Laptop (MacBook) and lifts it up.",0.89," relative to other ","laptop computers"
7,0.36,"coffee drinks","It&quotechars cold","temperature","beverages","cold",0.75,"Laura"," takes a sip from a cup of iced coffee.",0.91," relative to other ","cups of iced coffee"
7,0.31,"drama movies","That was short","time","entertainment","short",0.58,"Michael"," just finished watching a movie.",0.95," relative to other ","movies"
7,0.23,"men"," is tall","height","people","tall",0.51,"Claire"," sees a professional basketball player.",0.92," relative to other ","basketball players"
7,0.4,"iPhones"," is heavy","weight","personal electronics","heavy",0.96,"Daniel"," is buying an iPhone and lifts it up.",0.9," relative to other ","phones"
7,0.31,"iPods"," is light","weight","personal electronics","light",0.78,"Alexander"," is buying an iPod shuffle and lifts it up.",0.94," relative to other ","digital music players"
7,0.38,"drinks","It&quotechars cold","temperature","beverages","cold",0.72,"Melinda"," takes a sip from a glass of milk.",0.92," relative to other ","glasses of milk"
7,0.34,"chocolates","This is expensive","price","treats","expensive",0.93,"Lucas"," is buying a box of chocolates from the local chocolatier.",0.83," relative to other ","boxes of chocolate from the local chocolatier"
7,0.31,"iPods"," is heavy","weight","personal electronics","heavy",0.93,"Greg"," is buying an iPod shuffle and lifts it up.",0.81," relative to other ","digital music players"
7,0.42,"iPhones"," is light","weight","personal electronics","light",0.94,"Maya"," is buying an iPhone and lifts it up.",0.71," relative to other ","phones"
7,0.42,"coffee drinks","It&quotechars warm","temperature","beverages","warm",0.63,"Lee"," takes a sip from a cup of coffee.",0.96," relative to other ","cups of coffee"
7,0.72,"men"," is tall","height","people","tall",0.94,"Eric"," sees a 35 year-old man.",0.79," relative to other ","men in their 30s"
7,0.43,"children"," is short","height","people","short",0.91,"Michelle"," sees a 4 year-old boy.",0.8," relative to other ","4 year-old boys"
7,0.28,"drinks","It&quotechars warm","temperature","beverages","warm",0.69,"Jasmine"," takes a sip from a glass of milk.",0.89," relative to other ","glasses of milk"
7,0.51,"desserts","This is expensive","price","treats","expensive",0.66,"Charles"," is buying an ice cream cone.",0.87," relative to other ","ice cream cones"
7,0.59,"videos","That was short","time","entertainment","short",0.81,"Alicia"," just finished watching a youtube video.",0.96," relative to other ","youtube videos"
7,0.28,"children"," is tall","height","people","tall",0.78,"David"," sees a 4 year-old boy.",0.9," relative to other ","4 year-old boys"
7,0.56,"chocolates","This is cheap","price","treats","cheap",0.9,"Tanya"," is buying a box of chocolates from the local chocolatier.",0.68," relative to other ","boxes of chocolate from the local chocolatier"
8,0.78,"","It&quotechars cold","temperature","beverages","cold",0,"Gabriel"," takes a sip from a cup of iced coffee.",0.03," relative to other ","cups of iced coffee"
8,0.8,"","It&quotechars cold","temperature","beverages","cold",0,"Josh"," takes a sip from a glass of milk.",0.05," relative to other ","glasses of milk"
8,0.92,""," is heavy","weight","personal electronics","heavy",0,"Veronica"," is buying an iPod shuffle and lifts it up.",0.87," relative to other ","digital music players"
8,0.03,"","It&quotechars warm","temperature","beverages","warm",0,"Jasmine"," takes a sip from a cup of iced coffee.",0.94," relative to other ","cups of iced coffee"
8,0.88,""," is light","weight","personal electronics","light",0,"Michael"," is buying an iPod shuffle and lifts it up.",0.89," relative to other ","digital music players"
8,0.91,""," is heavy","weight","personal electronics","heavy",0,"Sophie"," is buying an iPad and lifts it up.",0.92," relative to other ","tablet computers"
8,0.91,"","That was long","time","entertainment","long",0,"William"," just finished watching a season of a television show.",0.03," relative to other ","television seasons"
8,0.04,""," is light","weight","personal electronics","light",0,"David"," is buying an Apple Laptop (MacBook) and lifts it up.",0.92," relative to other ","laptop computers"
8,0.04,""," is tall","height","people","tall",0,"Lucas"," sees a 4 year-old boy.",0.92," relative to other ","4 year-old boys"
8,0.05,""," is short","height","people","short",0,"Michelle"," sees a 4 year-old boy.",0.95," relative to other ","4 year-old boys"
8,0.93,"","This is cheap","price","treats","cheap",0,"Monica"," is buying a lollipop.",0.92," relative to other ","lollipops"
8,0.9,""," is tall","height","people","tall",0,"Jennifer"," sees a 35 year-old man.",0.11," relative to other ","men in their 30s"
8,0.04,"","That was short","time","entertainment","short",0,"Kim"," just finished watching a movie.",0.93," relative to other ","movies"
8,0.61,"","This is expensive","price","treats","expensive",0,"Tom"," is buying an ice cream cone.",0.91," relative to other ","ice cream cones"
8,0.85,""," is tall","height","people","tall",0,"Natalia"," sees a professional basketball player.",0.16," relative to other ","basketball players"
8,0.26,"","That was long","time","entertainment","long",0,"Daniel"," just finished watching a movie.",0.91," relative to other ","movies"
8,0.93,"","This is cheap","price","treats","cheap",0,"Julia"," is buying an ice cream cone.",0.95," relative to other ","ice cream cones"
8,0.46,"","This is expensive","price","treats","expensive",0,"Maya"," is buying a lollipop.",0.93," relative to other ","lollipops"
8,0.79,""," is light","weight","personal electronics","light",0,"Alicia"," is buying an iPhone and lifts it up.",0.79," relative to other ","phones"
8,0.77,""," is heavy","weight","personal electronics","heavy",0,"Cameron"," is buying an iPhone and lifts it up.",0.78," relative to other ","phones"
8,0.94,"","This is expensive","price","treats","expensive",0,"Kathleen"," is buying a box of chocolates from the local chocolatier.",0.89," relative to other ","boxes of chocolate from the local chocolatier"
8,0.87,"","It&quotechars warm","temperature","beverages","warm",0,"Claire"," takes a sip from a cup of coffee.",0.21," relative to other ","cups of coffee"
8,0.84,""," is light","weight","personal electronics","light",0,"Tanya"," is buying an iPad and lifts it up.",0.84," relative to other ","tablet computers"
8,0.86,""," is heavy","weight","personal electronics","heavy",0,"John"," is buying an Apple Laptop (MacBook) and lifts it up.",0.86," relative to other ","laptop computers"
8,0.71,"","That was long","time","entertainment","long",0,"Charles"," just finished watching a youtube video.",0.55," relative to other ","youtube videos"
8,0.14,"","That was short","time","entertainment","short",0,"Stephanie"," just finished watching a season of a television show.",0.87," relative to other ","television seasons"
8,0.1,"","It&quotechars warm","temperature","beverages","warm",0,"Angela"," takes a sip from a glass of milk.",0.9," relative to other ","glasses of milk"
8,0.09,""," is short","height","people","short",0,"Robert"," sees a professional basketball player.",0.9," relative to other ","basketball players"
8,0.83,""," is short","height","people","short",0,"Kim"," sees a 35 year-old man.",0.14," relative to other ","men in their 30s"
8,0.9,"","That was short","time","entertainment","short",0,"Eric"," just finished watching a youtube video.",0.9," relative to other ","youtube videos"
8,0.36,"","It&quotechars cold","temperature","beverages","cold",0,"Gary"," takes a sip from a cup of coffee.",0.89," relative to other ","cups of coffee"
8,0.3,"","This is cheap","price","treats","cheap",0,"Greg"," is buying a box of chocolates from the local chocolatier.",0.9," relative to other ","boxes of chocolate from the local chocolatier"
9,0.11,""," is short","height","people","short",0,"Simon"," sees a 4 year-old boy.",0.87," relative to other ","4 year-old boys"
9,0.72,""," is tall","height","people","tall",0,"Maya"," sees a 35 year-old man.",0.37," relative to other ","men in their 30s"
9,0.81,""," is light","weight","personal electronics","light",0,"Stephen"," is buying an iPad and lifts it up.",0.55," relative to other ","tablet computers"
9,0.61,"","It&quotechars cold","temperature","beverages","cold",0,"Melinda"," takes a sip from a cup of coffee.",1," relative to other ","cups of coffee"
9,0.66,"","That was long","time","entertainment","long",0,"Eric"," just finished watching a season of a television show.",0.41," relative to other ","television seasons"
9,0.64,""," is light","weight","personal electronics","light",0,"Kim"," is buying an iPod shuffle and lifts it up.",0.6," relative to other ","digital music players"
9,0.7,"","This is cheap","price","treats","cheap",0,"Michael"," is buying an ice cream cone.",0.49," relative to other ","ice cream cones"
9,0.57,""," is heavy","weight","personal electronics","heavy",0,"Daniel"," is buying an iPod shuffle and lifts it up.",0.86," relative to other ","digital music players"
9,0.37,"","That was long","time","entertainment","long",0,"Tanya"," just finished watching a movie.",0.71," relative to other ","movies"
9,0.29,"","That was short","time","entertainment","short",0,"Julia"," just finished watching a youtube video.",0.73," relative to other ","youtube videos"
9,0.36,""," is short","height","people","short",0,"Angela"," sees a professional basketball player.",0.89," relative to other ","basketball players"
9,0.41,"","It&quotechars warm","temperature","beverages","warm",0,"Michelle"," takes a sip from a cup of iced coffee.",0.88," relative to other ","cups of iced coffee"
9,0.29,""," is heavy","weight","personal electronics","heavy",0,"Mika"," is buying an iPad and lifts it up.",0.69," relative to other ","tablet computers"
9,0.41,"","It&quotechars warm","temperature","beverages","warm",0,"Anthony"," takes a sip from a glass of milk.",0.73," relative to other ","glasses of milk"
9,0.31,"","That was short","time","entertainment","short",0,"Josh"," just finished watching a movie.",0.82," relative to other ","movies"
9,0.39,""," is light","weight","personal electronics","light",0,"Lee"," is buying an Apple Laptop (MacBook) and lifts it up.",0.83," relative to other ","laptop computers"
9,0.55,"","This is cheap","price","treats","cheap",0,"William"," is buying a box of chocolates from the local chocolatier.",0.78," relative to other ","boxes of chocolate from the local chocolatier"
9,0.61,"","It&quotechars cold","temperature","beverages","cold",0,"Gary"," takes a sip from a glass of milk.",0.88," relative to other ","glasses of milk"
9,0.6,""," is light","weight","personal electronics","light",0,"Monica"," is buying an iPhone and lifts it up.",0.75," relative to other ","phones"
9,0.7,""," is tall","height","people","tall",0,"Kim"," sees a professional basketball player.",0.7," relative to other ","basketball players"
9,0.12,""," is tall","height","people","tall",0,"Alicia"," sees a 4 year-old boy.",1," relative to other ","4 year-old boys"
9,0.57,"","It&quotechars cold","temperature","beverages","cold",0,"Kathleen"," takes a sip from a cup of iced coffee.",0.69," relative to other ","cups of iced coffee"
9,0.5,""," is heavy","weight","personal electronics","heavy",0,"Natalia"," is buying an Apple Laptop (MacBook) and lifts it up.",0.68," relative to other ","laptop computers"
9,0.33,""," is heavy","weight","personal electronics","heavy",0,"Lucas"," is buying an iPhone and lifts it up.",0.78," relative to other ","phones"
9,0.7,""," is short","height","people","short",0,"Robert"," sees a 35 year-old man.",0.57," relative to other ","men in their 30s"
9,0.59,"","This is expensive","price","treats","expensive",0,"Sophie"," is buying a box of chocolates from the local chocolatier.",0.76," relative to other ","boxes of chocolate from the local chocolatier"
9,0.53,"","This is expensive","price","treats","expensive",0,"Veronica"," is buying a lollipop.",0.81," relative to other ","lollipops"
9,0.45,"","That was long","time","entertainment","long",0,"Laura"," just finished watching a youtube video.",0.79," relative to other ","youtube videos"
9,0.63,"","That was short","time","entertainment","short",0,"Stephanie"," just finished watching a season of a television show.",0.71," relative to other ","television seasons"
9,0.5,"","It&quotechars warm","temperature","beverages","warm",0,"Greg"," takes a sip from a cup of coffee.",0.84," relative to other ","cups of coffee"
9,0.57,"","This is cheap","price","treats","cheap",0,"Cameron"," is buying a lollipop.",0.74," relative to other ","lollipops"
9,0.47,"","This is expensive","price","treats","expensive",0,"Gabriel"," is buying an ice cream cone.",0.82," relative to other ","ice cream cones"
10,0.14,"","That was long","time","entertainment","long",0,"Josh"," just finished watching a youtube video.",1," relative to other ","youtube videos"
10,0.42,""," is light","weight","personal electronics","light",0,"Jennifer"," is buying an iPad and lifts it up.",0.77," relative to other ","tablet computers"
10,0.43,"apple products"," is heavy","weight","personal electronics","heavy",0.84,"Kim"," is buying an iPad and lifts it up.",0.76," relative to other ","tablet computers"
10,0.88,"","This is cheap","price","treats","cheap",0,"Tanya"," is buying a lollipop.",0.83," relative to other ","lollipops"
10,1,""," is short","height","people","short",0,"Simon"," sees a 35 year-old man.",0.49," relative to other ","men in their 30s"
10,0.29,"temperatures in the room","It&quotechars cold","temperature","beverages","cold",0.78,"Stephanie"," takes a sip from a glass of milk.",0.1," relative to other ","glasses of milk"
10,0.1,"","It&quotechars warm","temperature","beverages","warm",0,"Greg"," takes a sip from a cup of iced coffee.",0.66," relative to other ","cups of iced coffee"
10,0.35,"children"," is tall","height","people","tall",0.58,"Lee"," sees a 4 year-old boy.",0.95," relative to other ","4 year-old boys"
10,0.54,""," is light","weight","personal electronics","light",0,"Charles"," is buying an Apple Laptop (MacBook) and lifts it up.",0.91," relative to other ","laptop computers"
10,0.37,""," is short","height","people","short",0,"William"," sees a professional basketball player.",0.95," relative to other ","basketball players"
10,0.09,"","It&quotechars warm","temperature","beverages","warm",0,"Cameron"," takes a sip from a glass of milk.",0.84," relative to other ","glasses of milk"
10,0.16,"","It&quotechars cold","temperature","beverages","cold",0,"Monica"," takes a sip from a cup of coffee.",0.78," relative to other ","cups of coffee"
10,0.47,"","This is cheap","price","treats","cheap",0,"Stephen"," is buying an ice cream cone.",0.82," relative to other ","ice cream cones"
10,0.77,"boxes of chocolate","This is expensive","price","treats","expensive",0.95,"Alicia"," is buying a box of chocolates from the local chocolatier.",0.2," relative to other ","boxes of chocolate from the local chocolatier"
10,0.04,"children"," is short","height","people","short",0.63,"Alexander"," sees a 4 year-old boy.",0.87," relative to other ","4 year-old boys"
10,0.96,""," is tall","height","people","tall",0,"Laura"," sees a professional basketball player.",0.72," relative to other ","basketball players"
10,0.59,""," is light","weight","personal electronics","light",0,"Kathleen"," is buying an iPhone and lifts it up.",0.87," relative to other ","phones"
10,0.94,""," is tall","height","people","tall",0,"Daniel"," sees a 35 year-old man.",0.37," relative to other ","men in their 30s"
10,0.53,""," is heavy","weight","personal electronics","heavy",0,"Gary"," is buying an iPod shuffle and lifts it up.",0.92," relative to other ","digital music players"
10,0.54,"","That was long","time","entertainment","long",0,"Jasmine"," just finished watching a season of a television show.",0.95," relative to other ","television seasons"
10,0.92,"","It&quotechars cold","temperature","beverages","cold",0,"Michelle"," takes a sip from a cup of iced coffee.",0.04," relative to other ","cups of iced coffee"
10,0.32,"","That was short","time","entertainment","short",0,"Melinda"," just finished watching a movie.",0.94," relative to other ","movies"
10,0.5,"","That was short","time","entertainment","short",0,"Julia"," just finished watching a season of a television show.",0.86," relative to other ","television seasons"
10,0.38,"","This is expensive","price","treats","expensive",0,"Claire"," is buying an ice cream cone.",0.84," relative to other ","ice cream cones"
10,0.5,"","It&quotechars warm","temperature","beverages","warm",0,"Angela"," takes a sip from a cup of coffee.",0.62," relative to other ","cups of coffee"
10,0.33,""," is heavy","weight","personal electronics","heavy",0,"Sophie"," is buying an iPhone and lifts it up.",0.69," relative to other ","phones"
10,0.69,"","That was short","time","entertainment","short",0,"Gabriel"," just finished watching a youtube video.",0.86," relative to other ","youtube videos"
10,0.63,""," is light","weight","personal electronics","light",0,"Natalia"," is buying an iPod shuffle and lifts it up.",0.84," relative to other ","digital music players"
10,0.78,"","That was long","time","entertainment","long",0,"David"," just finished watching a movie.",0.94," relative to other ","movies"
10,0.35,"","This is cheap","price","treats","cheap",0,"Mika"," is buying a box of chocolates from the local chocolatier.",0.67," relative to other ","boxes of chocolate from the local chocolatier"
10,0.78,""," is heavy","weight","personal electronics","heavy",0,"Lucas"," is buying an Apple Laptop (MacBook) and lifts it up.",0.87," relative to other ","laptop computers"
10,0.64,"","This is expensive","price","treats","expensive",0,"Michael"," is buying a lollipop.",0.71," relative to other ","lollipops"
11,1,""," is short","height","people","short",0,"Anthony"," sees a 4 year-old boy.",0.5," relative to other ","4 year-old boys"
11,1,""," is tall","height","people","tall",0,"Alicia"," sees a 35 year-old man.",0.51," relative to other ","men in their 30s"
11,1,"","It&quotechars cold","temperature","beverages","cold",0,"Alexander"," takes a sip from a cup of iced coffee.",0.35," relative to other ","cups of iced coffee"
11,0.54,"","That was long","time","entertainment","long",0,"Melinda"," just finished watching a movie.",0.8," relative to other ","movies"
11,0.63,"","This is expensive","price","treats","expensive",0,"Tom"," is buying an ice cream cone.",0.8," relative to other ","ice cream cones"
11,0.56,"","This is cheap","price","treats","cheap",0,"Michael"," is buying an ice cream cone.",0.72," relative to other ","ice cream cones"
11,0.51,"","That was short","time","entertainment","short",0,"Laura"," just finished watching a season of a television show.",0.69," relative to other ","television seasons"
11,0.75,"","This is expensive","price","treats","expensive",0,"Kim"," is buying a box of chocolates from the local chocolatier.",0.66," relative to other ","boxes of chocolate from the local chocolatier"
11,0.5,"","It&quotechars cold","temperature","beverages","cold",0,"Eric"," takes a sip from a cup of coffee.",0.92," relative to other ","cups of coffee"
11,0.74,"","This is cheap","price","treats","cheap",0,"Claire"," is buying a lollipop.",0.48," relative to other ","lollipops"
11,0.79,"","That was long","time","entertainment","long",0,"Mika"," just finished watching a youtube video.",0.46," relative to other ","youtube videos"
11,0.81,"","That was short","time","entertainment","short",0,"Maya"," just finished watching a youtube video.",0.46," relative to other ","youtube videos"
11,0.37,""," is tall","height","people","tall",0,"Simon"," sees a 4 year-old boy.",0.86," relative to other ","4 year-old boys"
11,1,""," is tall","height","people","tall",0,"John"," sees a professional basketball player.",0.22," relative to other ","basketball players"
11,0.71,"","It&quotechars warm","temperature","beverages","warm",0,"Angela"," takes a sip from a cup of coffee.",0.38," relative to other ","cups of coffee"
11,0.7,"","This is cheap","price","treats","cheap",0,"William"," is buying a box of chocolates from the local chocolatier.",0.48," relative to other ","boxes of chocolate from the local chocolatier"
11,0.86,""," is heavy","weight","personal electronics","heavy",0,"Gary"," is buying an iPod shuffle and lifts it up.",0.53," relative to other ","digital music players"
11,0.8,""," is heavy","weight","personal electronics","heavy",0,"David"," is buying an Apple Laptop (MacBook) and lifts it up.",0.5," relative to other ","laptop computers"
11,1,""," is short","height","people","short",0,"Gabriel"," sees a 35 year-old man.",0.33," relative to other ","men in their 30s"
11,0.5,"","That was short","time","entertainment","short",0,"Julia"," just finished watching a movie.",0.87," relative to other ","movies"
11,0.8,""," is light","weight","personal electronics","light",0,"Tanya"," is buying an iPod shuffle and lifts it up.",0.45," relative to other ","digital music players"
11,0.64,""," is short","height","people","short",0,"Daniel"," sees a professional basketball player.",0.7," relative to other ","basketball players"
11,0.77,""," is light","weight","personal electronics","light",0,"Greg"," is buying an Apple Laptop (MacBook) and lifts it up.",0.62," relative to other ","laptop computers"
11,1,"","It&quotechars cold","temperature","beverages","cold",0,"Sophie"," takes a sip from a glass of milk.",0.21," relative to other ","glasses of milk"
11,0.5,"","It&quotechars warm","temperature","beverages","warm",0,"Jennifer"," takes a sip from a cup of iced coffee.",1," relative to other ","cups of iced coffee"
11,0.69,"","That was long","time","entertainment","long",0,"Kim"," just finished watching a season of a television show.",0.59," relative to other ","television seasons"
11,0.5,"","It&quotechars warm","temperature","beverages","warm",0,"Monica"," takes a sip from a glass of milk.",0.86," relative to other ","glasses of milk"
11,0.82,""," is heavy","weight","personal electronics","heavy",0,"Lucas"," is buying an iPad and lifts it up.",0.46," relative to other ","tablet computers"
11,0.77,""," is light","weight","personal electronics","light",0,"Veronica"," is buying an iPad and lifts it up.",0.5," relative to other ","tablet computers"
11,0.82,""," is light","weight","personal electronics","light",0,"Stephanie"," is buying an iPhone and lifts it up.",0.49," relative to other ","phones"
11,0.92,"","This is expensive","price","treats","expensive",0,"Josh"," is buying a lollipop.",0.45," relative to other ","lollipops"
11,0.88,""," is heavy","weight","personal electronics","heavy",0,"Jasmine"," is buying an iPhone and lifts it up.",0.47," relative to other ","phones"
12,0.7,""," is light","weight","personal electronics","light",0,"Gary"," is buying an iPhone and lifts it up.",0.98," relative to other ","phones"
12,0.96,"","This is cheap","price","treats","cheap",0,"Michael"," is buying a lollipop.",0.98," relative to other ","lollipops"
12,0.17,"","That was short","time","entertainment","short",0,"Julia"," just finished watching a movie.",0.98," relative to other ","movies"
12,0.1,"","It&quotechars warm","temperature","beverages","warm",0,"William"," takes a sip from a cup of iced coffee.",0.98," relative to other ","cups of iced coffee"
12,0.01,"","It&quotechars cold","temperature","beverages","cold",0,"Melinda"," takes a sip from a cup of coffee.",1," relative to other ","cups of coffee"
12,0.12,"","That was short","time","entertainment","short",0,"Daniel"," just finished watching a season of a television show.",1," relative to other ","television seasons"
12,0.27,"","That was short","time","entertainment","short",0,"Veronica"," just finished watching a youtube video.",0.92," relative to other ","youtube videos"
12,0.66,""," is light","weight","personal electronics","light",0,"Alicia"," is buying an iPad and lifts it up.",0.99," relative to other ","tablet computers"
12,0.6,"","This is expensive","price","treats","expensive",0,"John"," is buying a lollipop.",0.96," relative to other ","lollipops"
12,0.56,"","It&quotechars cold","temperature","beverages","cold",0,"Jennifer"," takes a sip from a glass of milk.",0.96," relative to other ","glasses of milk"
12,0.9,"","This is cheap","price","treats","cheap",0,"Natalia"," is buying a box of chocolates from the local chocolatier.",0.99," relative to other ","boxes of chocolate from the local chocolatier"
12,0.26,""," is heavy","weight","personal electronics","heavy",0,"Charles"," is buying an iPad and lifts it up.",0.98," relative to other ","tablet computers"
12,0.91,""," is tall","height","people","tall",0,"Tanya"," sees a professional basketball player.",0.95," relative to other ","basketball players"
12,0.79,"","This is expensive","price","treats","expensive",0,"Gabriel"," is buying an ice cream cone.",0.99," relative to other ","ice cream cones"
12,0.37,""," is light","weight","personal electronics","light",0,"Lee"," is buying an Apple Laptop (MacBook) and lifts it up.",1," relative to other ","laptop computers"
12,0.92,"","This is expensive","price","treats","expensive",0,"Robert"," is buying a box of chocolates from the local chocolatier.",0.93," relative to other ","boxes of chocolate from the local chocolatier"
12,0.13,""," is tall","height","people","tall",0,"Stephanie"," sees a 4 year-old boy.",0.98," relative to other ","4 year-old boys"
12,0.39,"","That was long","time","entertainment","long",0,"Sophie"," just finished watching a season of a television show.",0.99," relative to other ","television seasons"
12,0.35,""," is heavy","weight","personal electronics","heavy",0,"Tom"," is buying an Apple Laptop (MacBook) and lifts it up.",1," relative to other ","laptop computers"
12,0.26,"","It&quotechars warm","temperature","beverages","warm",0,"Cameron"," takes a sip from a glass of milk.",1," relative to other ","glasses of milk"
12,0.53,""," is heavy","weight","personal electronics","heavy",0,"Angela"," is buying an iPhone and lifts it up.",1," relative to other ","phones"
12,0.31,"","That was long","time","entertainment","long",0,"Greg"," just finished watching a youtube video.",1," relative to other ","youtube videos"
12,0.84,""," is short","height","people","short",0,"Kim"," sees a 35 year-old man.",1," relative to other ","men in their 30s"
12,0.61,""," is short","height","people","short",0,"Laura"," sees a 4 year-old boy.",0.96," relative to other ","4 year-old boys"
12,0.18,""," is heavy","weight","personal electronics","heavy",0,"Claire"," is buying an iPod shuffle and lifts it up.",1," relative to other ","digital music players"
12,0.12,"","It&quotechars cold","temperature","beverages","cold",0,"Simon"," takes a sip from a cup of iced coffee.",0.95," relative to other ","cups of iced coffee"
12,1,""," is tall","height","people","tall",0,"David"," sees a 35 year-old man.",1," relative to other ","men in their 30s"
12,0.9,"","This is cheap","price","treats","cheap",0,"Mika"," is buying an ice cream cone.",0.98," relative to other ","ice cream cones"
12,0.36,""," is short","height","people","short",0,"Maya"," sees a professional basketball player.",1," relative to other ","basketball players"
12,0.42,"","It&quotechars warm","temperature","beverages","warm",0,"Kathleen"," takes a sip from a cup of coffee.",0.98," relative to other ","cups of coffee"
12,0.41,""," is light","weight","personal electronics","light",0,"Josh"," is buying an iPod shuffle and lifts it up.",0.96," relative to other ","digital music players"
12,0.42,"","That was long","time","entertainment","long",0,"Michelle"," just finished watching a movie.",1," relative to other ","movies"
13,0.63,"other men in their 30s"," is short","height","people","short",0,"Monica"," sees a 35 year-old man.",0.82," relative to other ","men in their 30s"
13,0.94,"personal electronics"," is heavy","weight","personal electronics","heavy",0,"Charles"," is buying an iPad and lifts it up.",0.44," relative to other ","tablet computers"
13,0.03,"movies","That was short","time","entertainment","short",0,"David"," just finished watching a movie.",0.93," relative to other ","movies"
13,0.94,"treats","This is cheap","price","treats","cheap",0,"Josh"," is buying a lollipop.",0.03," relative to other ","lollipops"
13,0.81,"entertainment","That was short","time","entertainment","short",0,"Daniel"," just finished watching a season of a television show.",0.18," relative to other ","television seasons"
13,0.31,"ice cream cones","This is cheap","price","treats","cheap",0,"William"," is buying an ice cream cone.",0.68," relative to other ","ice cream cones"
13,0.92,"treats","This is expensive","price","treats","expensive",0,"Michael"," is buying an ice cream cone.",0.15," relative to other ","ice cream cones"
13,0.37," laptop computers."," is light","weight","personal electronics","light",0,"Gabriel"," is buying an Apple Laptop (MacBook) and lifts it up.",0.75," relative to other ","laptop computers"
13,0.29," tablet computers"," is light","weight","personal electronics","light",0,"Angela"," is buying an iPad and lifts it up.",0.52," relative to other ","tablet computers"
13,0.95,"treats","This is expensive","price","treats","expensive",0,"Tanya"," is buying a lollipop.",0.21," relative to other ","lollipops"
13,0.29,"phones"," is heavy","weight","personal electronics","heavy",0,"Jasmine"," is buying an iPhone and lifts it up.",0.65," relative to other ","phones"
13,0.84,"personal electronics"," is heavy","weight","personal electronics","heavy",0,"Mika"," is buying an iPod shuffle and lifts it up.",0.23," relative to other ","digital music players"
13,0.31,"basketball players"," is tall","height","people","tall",0,"Claire"," sees a professional basketball player.",0.55," relative to other ","basketball players"
