"workerid","tested_on","response","check_index","catch_response","property","correct","condition"
34,0,0,9,NA,"""flowing fields""",1,"""memory_check"""
34,-1,-1,-1,NA,"""I gave the word that best represented what the person was referring to when they described an object. """,-1,"""explanation"""
35,NA,NA,NA,"""buildings""",NA,NA,NA
35,0,0,0,NA,"""boisterous teenager""",1,"""memory_check"""
35,0,0,1,NA,"""flowing fields""",1,"""memory_check"""
35,0,0,2,NA,"""miniscule bug""",1,"""memory_check"""
35,0,0,3,NA,"""huge umbrella""",1,"""memory_check"""
35,1,1,4,NA,""" tall gymnast""",1,"""memory_check"""
35,1,1,5,NA,"""quiet family car""",1,"""memory_check"""
35,1,1,6,NA,"""small elephant""",1,"""memory_check"""
35,1,1,7,NA,"""warm cup of iced tea""",1,"""memory_check"""
35,0,0,8,NA,"""ostentatious bike""",1,"""memory_check"""
35,1,1,9,NA,"""light apple""",1,"""memory_check"""
35,-1,-1,-1,NA,"""Said what I thought someone was comparing a statement to.""",-1,"""explanation"""
