"workerid","super_endorsement","strength","target","degree","paraphrase0","gender","condition","contextWithSuper","adjective","super_category","form","names","context","paraphrase1","sub_endorsement","contextWithSuperPronoun","sub_category"
9,0.36,3," short","height","super","male","contextWithSuper"," is sitting at a cafe watching people go by and sees a professional basketball player.","short","people","positive","Michael"," sees a professional basketball player.","sub_plural",0.9,"","basketball player"
9,0.18,2,"light","weight","super","male","contextWithSuper"," is in the produce section of the supermarket and picks up an apple.","light","produce","positive","Simon"," picks up an apple.","sub_plural",0.63,"","apple"
9,0.31,3,"cheap","price","super","male","contextWithSuper"," is at a kitchen appliance store and is looking at an oven.","cheap","kitchen appliances","positive","Daniel"," is buying an oven.","sub_plural",0.68,"","oven"
9,0.02,1,"warm","temperature","super","female","contextWithSuper"," lives in Maryland and checks the weather everyday. She looks at the weather report for today, a day in Winter.","warm","days of the year","positive","Julia"," lives in Maryland and steps outside in Winter.","sub_plural",0.97,"She","day in Winter"
9,0.13,3,"light","weight","super","female","contextWithSuper"," is in the produce section of the supermarket and picks up a watermelon.","light","produce","positive","Michelle"," picks up a watermelon.","sub_plural",0.95,"","watermelon"
9,0.97,1," tall","height","super","male","contextWithSuper"," is sitting at a cafe watching people go by and sees a professional gymnast.","tall","people","positive","Stephen"," sees a professional gymnast.","sub_plural",0.12,"","gymnast"
9,0.38,2,"long","time","super","female","contextWithSuper"," is searching for things to watch online with their friend and finds a music video.","long","things you watch online","positive","Jasmine"," finds a music video to watch online with their friend.","sub_plural",0.82,"","music video"
10,0,3,"cold","temperature","sub_plural","female","context"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.","cold","days of the year","positive","Alicia"," lives in Maryland and steps outside in Summer.","super",1,"","day in Summer"
10,0.19,2,"long","time","sub_plural","female","context"," is searching for things to watch online with their friend and finds a music video.","long","things you watch online","positive","Maya"," finds a music video to watch online with their friend.","super",1,"","music video"
10,0,1,"warm","temperature","sub_plural","female","context"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.","warm","days of the year","positive","Melinda"," lives in Maryland and steps outside in Winter.","super",1,"","day in Winter"
10,0,2,"cheap","price","sub_plural","female","context"," is at a kitchen appliance store and is looking at a toaster.","cheap","kitchen appliances","positive","Kathleen"," is buying a toaster.","super",1,"","toaster"
10,0.51,3,"short","time","sub_plural","female","context"," is searching for things to watch online with their friend and finds a movie.","short","things you watch online","positive","Jennifer"," finds a lecture to watch online with their friend.","super",0.5,"","movie"
10,0,1,"expensive","price","sub_plural","female","context"," is at a kitchen appliance store and is looking at a can opener.","expensive","kitchen appliances","positive","Monica"," is buying a can opener.","super",1,"","can opener"
10,0.67,1," tall","height","sub_plural","male","context"," is sitting at a cafe watching people go by and sees a professional gymnast.","tall","people","positive","Lucas"," sees a professional gymnast.","super",0.36,"","gymnast"
10,0.2,2,"cold","temperature","sub_plural","female","context"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.","cold","days of the year","positive","Kim"," lives in Maryland and steps outside in Fall.","super",0.87,"","day in Fall"
10,0,3," short","height","sub_plural","male","context"," is sitting at a cafe watching people go by and sees a professional basketball player.","short","people","positive","David"," sees a professional basketball player.","super",1,"","basketball player"
10,0,3,"light","weight","sub_plural","male","context"," is in the produce section of the supermarket and picks up a watermelon.","light","produce","positive","Alexander"," picks up a watermelon.","super",1,"","watermelon"
10,0.08,1,"long","time","sub_plural","male","context"," is searching for things to watch online with their friend and finds a video of a cute animal.","long","things you watch online","positive","Charles"," finds a video of a cute animal to watch online with their friend.","super",1,"","video of the cute animal"
10,0,2,"light","weight","sub_plural","female","context"," is in the produce section of the supermarket and picks up an apple.","light","produce","positive","Laura"," picks up an apple.","super",1,"","apple"
10,0.13,2," short","height","sub_plural","male","context"," is sitting at a cafe watching people go by and sees a professional soccer player.","short","people","positive","John"," sees a professional soccer player.","super",0.84,"","soccer player"
10,0,3,"cheap","price","sub_plural","female","context"," is at a kitchen appliance store and is looking at an oven.","cheap","kitchen appliances","positive","Sophie"," is buying an oven.","super",1,"","oven"
10,0,1,"heavy","weight","sub_plural","male","context"," is in the produce section of the supermarket and picks up a grape.","heavy","produce","positive","Eric"," picks up a grape.","super",1,"","grape"
11,0.97,1," tall","height","sub_plural","male","contextWithSuper"," is sitting at a cafe watching people go by and sees a professional gymnast.","tall","people","positive","David"," sees a professional gymnast.","super",0.02,"","gymnast"
11,0.15,3,"light","weight","sub_plural","female","contextWithSuper"," is in the produce section of the supermarket and picks up a watermelon.","light","produce","positive","Maya"," picks up a watermelon.","super",0.13,"","watermelon"
11,0.38,1,"warm","temperature","sub_plural","male","contextWithSuper"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Winter.","warm","days of the year","positive","Simon"," lives in Maryland and steps outside in Winter.","super",0.97,"He","day in Winter"
11,0.51,3," short","height","sub_plural","female","contextWithSuper"," is sitting at a cafe watching people go by and sees a professional basketball player.","short","people","positive","Kim"," sees a professional basketball player.","super",0.8,"","basketball player"
11,0.33,1,"heavy","weight","sub_plural","male","contextWithSuper"," is in the produce section of the supermarket and picks up a grape.","heavy","produce","positive","Anthony"," picks up a grape.","super",0.78,"","grape"
11,0.9,1,"long","time","sub_plural","male","contextWithSuper"," is searching for things to watch online with their friend and finds a video of a cute animal.","long","things you watch online","positive","Michael"," finds a video of a cute animal to watch online with their friend.","super",0.49,"","video of the cute animal"
11,0.52,2,"warm","temperature","sub_plural","male","contextWithSuper"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Fall.","warm","days of the year","positive","Lucas"," lives in Maryland and steps outside in Fall.","super",0.58,"He","day in Fall"
11,0.63,2," short","height","sub_plural","male","contextWithSuper"," is sitting at a cafe watching people go by and sees a professional soccer player.","short","people","positive","Eric"," sees a professional soccer player.","super",0.15,"","soccer player"
11,0.26,2,"cheap","price","sub_plural","male","contextWithSuper"," is at a kitchen appliance store and is looking at a toaster.","cheap","kitchen appliances","positive","Greg"," is buying a toaster.","super",0.85,"","toaster"
11,0.56,3,"short","time","sub_plural","female","contextWithSuper"," is searching for things to watch online with their friend and finds a movie.","short","things you watch online","positive","Melinda"," finds a lecture to watch online with their friend.","super",0.9,"","movie"
11,0.11,1,"expensive","price","sub_plural","female","contextWithSuper"," is at a kitchen appliance store and is looking at a can opener.","expensive","kitchen appliances","positive","Monica"," is buying a can opener.","super",0.95,"","can opener"
11,0.32,3,"cold","temperature","sub_plural","female","contextWithSuper"," lives in Maryland and checks the weather everyday. She looks at the weather report for today, a day in Summer.","cold","days of the year","positive","Claire"," lives in Maryland and steps outside in Summer.","super",0.66,"She","day in Summer"
11,0.37,2,"short","time","sub_plural","male","contextWithSuper"," is searching for things to watch online with their friend and finds a music video.","short","things you watch online","positive","Josh"," finds a music video to watch online with their friend.","super",0.82,"","music video"
11,0.28,3,"cheap","price","sub_plural","male","contextWithSuper"," is at a kitchen appliance store and is looking at an oven.","cheap","kitchen appliances","positive","Gary"," is buying an oven.","super",0.9,"","oven"
11,0.15,2,"heavy","weight","sub_plural","female","contextWithSuper"," is in the produce section of the supermarket and picks up an apple.","heavy","produce","positive","Mika"," picks up an apple.","super",0.93,"","apple"
12,0.26,1,"expensive","price","sub_plural","male","contextWithSuper"," is at a kitchen appliance store and is looking at a can opener.","expensive","kitchen appliances","positive","Lee"," is buying a can opener.","super",0.9,"","can opener"
12,0.04,1,"warm","temperature","sub_plural","female","contextWithSuper"," lives in Maryland and checks the weather everyday. She looks at the weather report for today, a day in Winter.","warm","days of the year","positive","Sophie"," lives in Maryland and steps outside in Winter.","super",0.93,"She","day in Winter"
12,0.38,2," short","height","sub_plural","female","contextWithSuper"," is sitting at a cafe watching people go by and sees a professional soccer player.","short","people","positive","Jasmine"," sees a professional soccer player.","super",0.73,"","soccer player"
12,0.11,3,"short","time","sub_plural","male","contextWithSuper"," is searching for things to watch online with their friend and finds a movie.","short","things you watch online","positive","Simon"," finds a lecture to watch online with their friend.","super",0.94,"","movie"
12,0.57,1," tall","height","sub_plural","male","contextWithSuper"," is sitting at a cafe watching people go by and sees a professional gymnast.","tall","people","positive","Daniel"," sees a professional gymnast.","super",0.42,"","gymnast"
12,0.15,1,"heavy","weight","sub_plural","female","contextWithSuper"," is in the produce section of the supermarket and picks up a grape.","heavy","produce","positive","Monica"," picks up a grape.","super",0.79,"","grape"
12,0.11,2,"cheap","price","sub_plural","male","contextWithSuper"," is at a kitchen appliance store and is looking at a toaster.","cheap","kitchen appliances","positive","Cameron"," is buying a toaster.","super",0.79,"","toaster"
12,0.63,2,"warm","temperature","sub_plural","female","contextWithSuper"," lives in Maryland and checks the weather everyday. She looks at the weather report for today, a day in Fall.","warm","days of the year","positive","Jennifer"," lives in Maryland and steps outside in Fall.","super",0.27,"She","day in Fall"
12,0.13,2,"long","time","sub_plural","male","contextWithSuper"," is searching for things to watch online with their friend and finds a music video.","long","things you watch online","positive","Charles"," finds a music video to watch online with their friend.","super",0.81,"","music video"
12,0.08,3,"light","weight","sub_plural","male","contextWithSuper"," is in the produce section of the supermarket and picks up a watermelon.","light","produce","positive","Josh"," picks up a watermelon.","super",0.9,"","watermelon"
12,0.04,3,"cold","temperature","sub_plural","male","contextWithSuper"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Summer.","cold","days of the year","positive","Lucas"," lives in Maryland and steps outside in Summer.","super",0.94,"He","day in Summer"
12,0.27,2,"light","weight","sub_plural","male","contextWithSuper"," is in the produce section of the supermarket and picks up an apple.","light","produce","positive","Eric"," picks up an apple.","super",0.7,"","apple"
12,0.22,3,"cheap","price","sub_plural","female","contextWithSuper"," is at a kitchen appliance store and is looking at an oven.","cheap","kitchen appliances","positive","Kathleen"," is buying an oven.","super",0.88,"","oven"
12,0.05,1,"long","time","sub_plural","male","contextWithSuper"," is searching for things to watch online with their friend and finds a video of a cute animal.","long","things you watch online","positive","David"," finds a video of a cute animal to watch online with their friend.","super",0.95,"","video of the cute animal"
12,0.07,3," short","height","sub_plural","female","contextWithSuper"," is sitting at a cafe watching people go by and sees a professional basketball player.","short","people","positive","Kim"," sees a professional basketball player.","super",0.95,"","basketball player"
13,0.49,3,"cold","temperature","sub_plural","male","context"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.","cold","days of the year","positive","Lee"," lives in Maryland and steps outside in Summer.","super",0.69,"","day in Summer"
13,0,2,"light","weight","sub_plural","female","context"," is in the produce section of the supermarket and picks up an apple.","light","produce","positive","Claire"," picks up an apple.","super",1,"","apple"
13,0.73,2," short","height","sub_plural","female","context"," is sitting at a cafe watching people go by and sees a professional soccer player.","short","people","positive","Julia"," sees a professional soccer player.","super",0.43,"","soccer player"
13,0.34,1,"expensive","price","sub_plural","female","context"," is at a kitchen appliance store and is looking at a can opener.","expensive","kitchen appliances","positive","Michelle"," is buying a can opener.","super",0.63,"","can opener"
13,0,1,"heavy","weight","sub_plural","male","context"," is in the produce section of the supermarket and picks up a grape.","heavy","produce","positive","Robert"," picks up a grape.","super",1,"","grape"
13,0.07,3,"cheap","price","sub_plural","male","context"," is at a kitchen appliance store and is looking at an oven.","cheap","kitchen appliances","positive","Eric"," is buying an oven.","super",0.85,"","oven"
13,0.79,1,"long","time","sub_plural","male","context"," is searching for things to watch online with their friend and finds a video of a cute animal.","long","things you watch online","positive","Alexander"," finds a video of a cute animal to watch online with their friend.","super",0.16,"","video of the cute animal"
13,0.09,1,"warm","temperature","sub_plural","male","context"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.","warm","days of the year","positive","Daniel"," lives in Maryland and steps outside in Winter.","super",0.88,"","day in Winter"
13,0.13,2,"short","time","sub_plural","male","context"," is searching for things to watch online with their friend and finds a music video.","short","things you watch online","positive","David"," finds a music video to watch online with their friend.","super",0.85,"","music video"
13,0.76,1," tall","height","sub_plural","male","context"," is sitting at a cafe watching people go by and sees a professional gymnast.","tall","people","positive","Anthony"," sees a professional gymnast.","super",0.23,"","gymnast"
13,0.44,2,"cold","temperature","sub_plural","female","context"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.","cold","days of the year","positive","Angela"," lives in Maryland and steps outside in Fall.","super",0.69,"","day in Fall"
13,0.16,3," short","height","sub_plural","male","context"," is sitting at a cafe watching people go by and sees a professional basketball player.","short","people","positive","Greg"," sees a professional basketball player.","super",0.77,"","basketball player"
13,0.09,3,"light","weight","sub_plural","female","context"," is in the produce section of the supermarket and picks up a watermelon.","light","produce","positive","Kim"," picks up a watermelon.","super",0.72,"","watermelon"
13,0.11,3,"short","time","sub_plural","female","context"," is searching for things to watch online with their friend and finds a movie.","short","things you watch online","positive","Monica"," finds a lecture to watch online with their friend.","super",0.82,"","movie"
13,0.18,2,"cheap","price","sub_plural","male","context"," is at a kitchen appliance store and is looking at a toaster.","cheap","kitchen appliances","positive","Gary"," is buying a toaster.","super",0.8,"","toaster"
14,0.69,1," tall","height","super","male","contextWithSuper"," is sitting at a cafe watching people go by and sees a professional gymnast.","tall","people","positive","Cameron"," sees a professional gymnast.","sub_plural",0.86,"","gymnast"
14,0.2,2,"warm","temperature","super","female","contextWithSuper"," lives in Maryland and checks the weather everyday. She looks at the weather report for today, a day in Fall.","warm","days of the year","positive","Stephanie"," lives in Maryland and steps outside in Fall.","sub_plural",0.91,"She","day in Fall"
14,0,3,"cheap","price","super","female","contextWithSuper"," is at a kitchen appliance store and is looking at an oven.","cheap","kitchen appliances","positive","Natalia"," is buying an oven.","sub_plural",1,"","oven"
14,0.12,1,"warm","temperature","super","male","contextWithSuper"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Winter.","warm","days of the year","positive","Michael"," lives in Maryland and steps outside in Winter.","sub_plural",1,"He","day in Winter"
14,0.1,1,"heavy","weight","super","male","contextWithSuper"," is in the produce section of the supermarket and picks up a grape.","heavy","produce","positive","Lee"," picks up a grape.","sub_plural",0.94,"","grape"
14,0.09,3,"cold","temperature","super","female","contextWithSuper"," lives in Maryland and checks the weather everyday. She looks at the weather report for today, a day in Summer.","cold","days of the year","positive","Claire"," lives in Maryland and steps outside in Summer.","sub_plural",0.94,"She","day in Summer"
14,0.87,2,"short","time","super","female","contextWithSuper"," is searching for things to watch online with their friend and finds a music video.","short","things you watch online","positive","Mika"," finds a music video to watch online with their friend.","sub_plural",0.76,"","music video"
14,0.9,2," tall","height","super","male","contextWithSuper"," is sitting at a cafe watching people go by and sees a professional soccer player.","tall","people","positive","Robert"," sees a professional soccer player.","sub_plural",0.52,"","soccer player"
14,0.09,2,"cheap","price","super","female","contextWithSuper"," is at a kitchen appliance store and is looking at a toaster.","cheap","kitchen appliances","positive","Jasmine"," is buying a toaster.","sub_plural",0.93,"","toaster"
14,0.88,3,"short","time","super","male","contextWithSuper"," is searching for things to watch online with their friend and finds a movie.","short","things you watch online","positive","Simon"," finds a lecture to watch online with their friend.","sub_plural",0.66,"","movie"
14,0.18,2,"light","weight","super","male","contextWithSuper"," is in the produce section of the supermarket and picks up an apple.","light","produce","positive","Stephen"," picks up an apple.","sub_plural",0.86,"","apple"
14,0.85,1,"long","time","super","male","contextWithSuper"," is searching for things to watch online with their friend and finds a video of a cute animal.","long","things you watch online","positive","Gary"," finds a video of a cute animal to watch online with their friend.","sub_plural",0.35,"","video of the cute animal"
14,0.09,3," short","height","super","male","contextWithSuper"," is sitting at a cafe watching people go by and sees a professional basketball player.","short","people","positive","Daniel"," sees a professional basketball player.","sub_plural",0.88,"","basketball player"
14,0.11,3,"light","weight","super","female","contextWithSuper"," is in the produce section of the supermarket and picks up a watermelon.","light","produce","positive","Jennifer"," picks up a watermelon.","sub_plural",0.96,"","watermelon"
14,0.14,1,"expensive","price","super","female","contextWithSuper"," is at a kitchen appliance store and is looking at a can opener.","expensive","kitchen appliances","positive","Maya"," is buying a can opener.","sub_plural",0.91,"","can opener"
15,0.44,1,"warm","temperature","super","female","context"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.","warm","days of the year","positive","Angela"," lives in Maryland and steps outside in Winter.","sub_plural",0.99,"","day in Winter"
15,0.01,2,"expensive","price","super","female","context"," is at a kitchen appliance store and is looking at a toaster.","expensive","kitchen appliances","positive","Jennifer"," is buying a toaster.","sub_plural",0.99,"","toaster"
15,0.01,2,"light","weight","super","male","context"," is in the produce section of the supermarket and picks up an apple.","light","produce","positive","Eric"," picks up an apple.","sub_plural",0.99,"","apple"
15,0.99,1," tall","height","super","male","context"," is sitting at a cafe watching people go by and sees a professional gymnast.","tall","people","positive","Tom"," sees a professional gymnast.","sub_plural",0.01,"","gymnast"
15,0.01,2,"short","time","super","male","context"," is searching for things to watch online with their friend and finds a music video.","short","things you watch online","positive","Josh"," finds a music video to watch online with their friend.","sub_plural",0.98,"","music video"
15,0.02,3,"light","weight","super","male","context"," is in the produce section of the supermarket and picks up a watermelon.","light","produce","positive","Simon"," picks up a watermelon.","sub_plural",0.97,"","watermelon"
15,0.99,2," short","height","super","female","context"," is sitting at a cafe watching people go by and sees a professional soccer player.","short","people","positive","Mika"," sees a professional soccer player.","sub_plural",0.49,"","soccer player"
15,0,1,"long","time","super","female","context"," is searching for things to watch online with their friend and finds a video of a cute animal.","long","things you watch online","positive","Sophie"," finds a video of a cute animal to watch online with their friend.","sub_plural",0.99,"","video of the cute animal"
15,0.02,1,"expensive","price","super","male","context"," is at a kitchen appliance store and is looking at a can opener.","expensive","kitchen appliances","positive","Robert"," is buying a can opener.","sub_plural",0.98,"","can opener"
15,0.98,3,"cold","temperature","super","female","context"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.","cold","days of the year","positive","Alicia"," lives in Maryland and steps outside in Summer.","sub_plural",0.19,"","day in Summer"
15,0.02,3,"cheap","price","super","female","context"," is at a kitchen appliance store and is looking at an oven.","cheap","kitchen appliances","positive","Tanya"," is buying an oven.","sub_plural",0.97,"","oven"
15,0.01,3,"short","time","super","male","context"," is searching for things to watch online with their friend and finds a movie.","short","things you watch online","positive","Gabriel"," finds a lecture to watch online with their friend.","sub_plural",0.97,"","movie"
15,0.01,1,"heavy","weight","super","male","context"," is in the produce section of the supermarket and picks up a grape.","heavy","produce","positive","Charles"," picks up a grape.","sub_plural",0.97,"","grape"
15,0.56,3," short","height","super","female","context"," is sitting at a cafe watching people go by and sees a professional basketball player.","short","people","positive","Maya"," sees a professional basketball player.","sub_plural",0.98,"","basketball player"
15,0.63,2,"warm","temperature","super","male","context"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.","warm","days of the year","positive","Lee"," lives in Maryland and steps outside in Fall.","sub_plural",0.98,"","day in Fall"
16,0.11,2,"cheap","price","sub_plural","male","contextWithSuper"," is at a kitchen appliance store and is looking at a toaster.","cheap","kitchen appliances","positive","Charles"," is buying a toaster.","super",0.95,"","toaster"
16,0.02,3,"cold","temperature","sub_plural","male","contextWithSuper"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Summer.","cold","days of the year","positive","William"," lives in Maryland and steps outside in Summer.","super",0.97,"He","day in Summer"
16,0.09,3,"short","time","sub_plural","male","contextWithSuper"," is searching for things to watch online with their friend and finds a movie.","short","things you watch online","positive","Tom"," finds a lecture to watch online with their friend.","super",0.95,"","movie"
16,0.04,2,"warm","temperature","sub_plural","male","contextWithSuper"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Fall.","warm","days of the year","positive","Lucas"," lives in Maryland and steps outside in Fall.","super",0.96,"He","day in Fall"
16,0.02,3,"cheap","price","sub_plural","male","contextWithSuper"," is at a kitchen appliance store and is looking at an oven.","cheap","kitchen appliances","positive","Gary"," is buying an oven.","super",0.98,"","oven"
16,0.14,3," short","height","sub_plural","female","contextWithSuper"," is sitting at a cafe watching people go by and sees a professional basketball player.","short","people","positive","Monica"," sees a professional basketball player.","super",0.97,"","basketball player"
16,0.01,2,"heavy","weight","sub_plural","male","contextWithSuper"," is in the produce section of the supermarket and picks up an apple.","heavy","produce","positive","Daniel"," picks up an apple.","super",0.98,"","apple"
16,0.55,1," tall","height","sub_plural","female","contextWithSuper"," is sitting at a cafe watching people go by and sees a professional gymnast.","tall","people","positive","Kim"," sees a professional gymnast.","super",0.95,"","gymnast"
16,0.02,3,"light","weight","sub_plural","female","contextWithSuper"," is in the produce section of the supermarket and picks up a watermelon.","light","produce","positive","Melinda"," picks up a watermelon.","super",0.99,"","watermelon"
16,0.01,1,"warm","temperature","sub_plural","female","contextWithSuper"," lives in Maryland and checks the weather everyday. She looks at the weather report for today, a day in Winter.","warm","days of the year","positive","Claire"," lives in Maryland and steps outside in Winter.","super",0.99,"She","day in Winter"
16,0.23,2,"short","time","sub_plural","female","contextWithSuper"," is searching for things to watch online with their friend and finds a music video.","short","things you watch online","positive","Mika"," finds a music video to watch online with their friend.","super",0.99,"","music video"
16,0.92,2," tall","height","sub_plural","female","contextWithSuper"," is sitting at a cafe watching people go by and sees a professional soccer player.","tall","people","positive","Jennifer"," sees a professional soccer player.","super",0.07,"","soccer player"
16,0.02,1,"expensive","price","sub_plural","male","contextWithSuper"," is at a kitchen appliance store and is looking at a can opener.","expensive","kitchen appliances","positive","Gabriel"," is buying a can opener.","super",0.99,"","can opener"
16,0.01,1,"heavy","weight","sub_plural","male","contextWithSuper"," is in the produce section of the supermarket and picks up a grape.","heavy","produce","positive","Robert"," picks up a grape.","super",0.98,"","grape"
16,0.56,1,"long","time","sub_plural","female","contextWithSuper"," is searching for things to watch online with their friend and finds a video of a cute animal.","long","things you watch online","positive","Laura"," finds a video of a cute animal to watch online with their friend.","super",0.8,"","video of the cute animal"
17,0.96,3," short","height","sub_plural","female","contextWithSuper"," is sitting at a cafe watching people go by and sees a professional basketball player.","short","people","positive","Mika"," sees a professional basketball player.","super",0.07,"","basketball player"
17,0.06,2,"warm","temperature","sub_plural","female","contextWithSuper"," lives in Maryland and checks the weather everyday. She looks at the weather report for today, a day in Fall.","warm","days of the year","positive","Kim"," lives in Maryland and steps outside in Fall.","super",0.9,"She","day in Fall"
17,0.84,2," tall","height","sub_plural","male","contextWithSuper"," is sitting at a cafe watching people go by and sees a professional soccer player.","tall","people","positive","Gary"," sees a professional soccer player.","super",0.2,"","soccer player"
17,0.16,3,"cheap","price","sub_plural","female","contextWithSuper"," is at a kitchen appliance store and is looking at an oven.","cheap","kitchen appliances","positive","Melinda"," is buying an oven.","super",0.89,"","oven"
17,0.13,3,"short","time","sub_plural","male","contextWithSuper"," is searching for things to watch online with their friend and finds a movie.","short","things you watch online","positive","William"," finds a lecture to watch online with their friend.","super",0.92,"","movie"
17,0.01,2,"expensive","price","sub_plural","male","contextWithSuper"," is at a kitchen appliance store and is looking at a toaster.","expensive","kitchen appliances","positive","David"," is buying a toaster.","super",0.93,"","toaster"
17,0.02,3,"cold","temperature","sub_plural","female","contextWithSuper"," lives in Maryland and checks the weather everyday. She looks at the weather report for today, a day in Summer.","cold","days of the year","positive","Monica"," lives in Maryland and steps outside in Summer.","super",0.95,"She","day in Summer"
17,0.19,2,"light","weight","sub_plural","male","contextWithSuper"," is in the produce section of the supermarket and picks up an apple.","light","produce","positive","Lee"," picks up an apple.","super",0.93,"","apple"
17,0,1,"expensive","price","sub_plural","female","contextWithSuper"," is at a kitchen appliance store and is looking at a can opener.","expensive","kitchen appliances","positive","Stephanie"," is buying a can opener.","super",0.94,"","can opener"
17,0.09,1,"long","time","sub_plural","male","contextWithSuper"," is searching for things to watch online with their friend and finds a video of a cute animal.","long","things you watch online","positive","Stephen"," finds a video of a cute animal to watch online with their friend.","super",0.92,"","video of the cute animal"
17,0,1,"warm","temperature","sub_plural","male","contextWithSuper"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Winter.","warm","days of the year","positive","Anthony"," lives in Maryland and steps outside in Winter.","super",1,"He","day in Winter"
17,0.04,1,"heavy","weight","sub_plural","female","contextWithSuper"," is in the produce section of the supermarket and picks up a grape.","heavy","produce","positive","Jennifer"," picks up a grape.","super",0.92,"","grape"
17,0.7,1," tall","height","sub_plural","female","contextWithSuper"," is sitting at a cafe watching people go by and sees a professional gymnast.","tall","people","positive","Natalia"," sees a professional gymnast.","super",0.96,"","gymnast"
17,0.08,2,"short","time","sub_plural","female","contextWithSuper"," is searching for things to watch online with their friend and finds a music video.","short","things you watch online","positive","Angela"," finds a music video to watch online with their friend.","super",0.98,"","music video"
17,0.05,3,"light","weight","sub_plural","female","contextWithSuper"," is in the produce section of the supermarket and picks up a watermelon.","light","produce","positive","Maya"," picks up a watermelon.","super",0.91,"","watermelon"
